file,path,true_emotion,true_idx,predicted_idx,predicted_emotion,correct,confidence
test_0274_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_merged\Fear\test_0274_aligned.jpg,Fear,3,6,Sad,False,0.9503330588340759
test_0377_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_merged\Fear\test_0377_aligned.jpg,Fear,3,3,Fear,True,0.4681912064552307
test_0623_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_merged\Fear\test_0623_aligned.jpg,Fear,3,3,Fear,True,0.9578579068183899
test_0859_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_merged\Fear\test_0859_aligned.jpg,Fear,3,3,Fear,True,0.8424469232559204
test_1477_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_merged\Fear\test_1477_aligned.jpg,Fear,3,3,Fear,True,0.7510587573051453
test_1569_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_merged\Fear\test_1569_aligned.jpg,Fear,3,5,Neutral,False,0.43244820833206177
test_1788_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_merged\Fear\test_1788_aligned.jpg,Fear,3,3,Fear,True,0.8180489540100098
test_1792_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_merged\Fear\test_1792_aligned.jpg,Fear,3,3,Fear,True,0.7473796010017395
test_2238_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_merged\Fear\test_2238_aligned.jpg,Fear,3,3,Fear,True,0.5068202614784241
test_2239_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_merged\Fear\test_2239_aligned.jpg,Fear,3,0,Angry,False,0.2962507903575897
test_2240_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_merged\Fear\test_2240_aligned.jpg,Fear,3,4,Happy,False,0.7381794452667236
test_2241_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_merged\Fear\test_2241_aligned.jpg,Fear,3,3,Fear,True,0.977721631526947
test_2242_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_merged\Fear\test_2242_aligned.jpg,Fear,3,3,Fear,True,0.6998113393783569
test_2243_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_merged\Fear\test_2243_aligned.jpg,Fear,3,3,Fear,True,0.7422457337379456
test_2244_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_merged\Fear\test_2244_aligned.jpg,Fear,3,3,Fear,True,0.6707794070243835
test_2245_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_merged\Fear\test_2245_aligned.jpg,Fear,3,3,Fear,True,0.3162961006164551
test_2246_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_merged\Fear\test_2246_aligned.jpg,Fear,3,3,Fear,True,0.9467006921768188
test_2247_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_merged\Fear\test_2247_aligned.jpg,Fear,3,3,Fear,True,0.528110682964325
