file,path,true_emotion,true_idx,predicted_emotion,predicted_idx,confidence,correct,prob_Angry,prob_Contempt,prob_Disgust,prob_Fear,prob_Happiness,prob_Neutral,prob_Sadness,prob_Surprise
test_0007_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test\disgust_3\test_0007_aligned.jpg,Disgust,2,Angry,0,2.8642544746398926,False,2.8642544746398926,-0.022518116980791092,2.619802236557007,-0.32619455456733704,1.3559218645095825,-0.2833450138568878,-1.0738171339035034,-1.4456862211227417
test_0011_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test\disgust_3\test_0011_aligned.jpg,Disgust,2,Disgust,2,4.499845027923584,True,1.9128849506378174,1.7288380861282349,4.499845027923584,-1.7791796922683716,0.886955738067627,0.409162700176239,-1.0931130647659302,-1.311814785003662
test_0018_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test\disgust_3\test_0018_aligned.jpg,Disgust,2,Disgust,2,3.75361704826355,True,3.4027764797210693,0.9814409017562866,3.75361704826355,-0.29723113775253296,0.4283011257648468,0.5700516700744629,-0.2288714051246643,0.09877017140388489
test_0081_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test\disgust_3\test_0081_aligned.jpg,Disgust,2,Angry,0,4.224234104156494,False,4.224234104156494,0.3864690959453583,1.0006974935531616,0.16592687368392944,-1.7561078071594238,2.0233123302459717,2.617670774459839,-1.624356746673584
test_0146_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test\disgust_3\test_0146_aligned.jpg,Disgust,2,Angry,0,3.3573477268218994,False,3.3573477268218994,0.3643501400947571,1.9627796411514282,0.7953920960426331,-1.6767445802688599,2.6894264221191406,1.600756049156189,-1.0440059900283813
test_0148_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test\disgust_3\test_0148_aligned.jpg,Disgust,2,Sadness,6,2.9484217166900635,False,1.88156259059906,-1.0957974195480347,2.284069061279297,0.013896689750254154,-1.9933141469955444,1.6652201414108276,2.9484217166900635,-1.4789201021194458
test_0149_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test\disgust_3\test_0149_aligned.jpg,Disgust,2,Disgust,2,4.2672295570373535,True,2.7512311935424805,-0.6520296931266785,4.2672295570373535,0.44358232617378235,-0.6555526852607727,0.2706482708454132,0.013686032965779305,-0.19574469327926636
test_0172_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test\disgust_3\test_0172_aligned.jpg,Disgust,2,Sadness,6,2.1150293350219727,False,0.4976186752319336,1.1686036586761475,0.19369937479496002,0.774415135383606,0.8189101815223694,-0.04071227088570595,2.1150293350219727,-1.6409841775894165
test_0263_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test\disgust_3\test_0263_aligned.jpg,Disgust,2,Disgust,2,4.241143226623535,True,3.1857166290283203,-1.740837574005127,4.241143226623535,-0.2891506552696228,-2.549118995666504,0.75157231092453,1.2730759382247925,-1.9910451173782349
test_0280_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test\disgust_3\test_0280_aligned.jpg,Disgust,2,Angry,0,3.0396294593811035,False,3.0396294593811035,-0.7308063507080078,2.561292886734009,1.8300074338912964,-0.23292356729507446,-1.2333029508590698,0.8118388056755066,-0.48259255290031433
test_0281_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test\disgust_3\test_0281_aligned.jpg,Disgust,2,Neutral,5,1.961462378501892,False,1.790988564491272,0.0742684006690979,0.11932502686977386,-1.232820987701416,0.3477630913257599,1.961462378501892,1.3423134088516235,-1.3618972301483154
test_0283_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test\disgust_3\test_0283_aligned.jpg,Disgust,2,Angry,0,4.186553001403809,False,4.186553001403809,-1.3120784759521484,1.1333688497543335,0.09906819462776184,-2.2101399898529053,2.6270625591278076,3.4292285442352295,-1.4098398685455322
test_0343_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test\disgust_3\test_0343_aligned.jpg,Disgust,2,Disgust,2,4.019499778747559,True,3.6963295936584473,0.9986538290977478,4.019499778747559,-2.1984543800354004,-1.383309006690979,0.6297292709350586,1.0613183975219727,-1.8386526107788086
test_0357_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test\disgust_3\test_0357_aligned.jpg,Disgust,2,Disgust,2,4.92542028427124,True,4.275092601776123,-1.4659825563430786,4.92542028427124,3.9250402450561523,-3.380563735961914,-0.5380388498306274,1.311863899230957,-0.9033145904541016
test_0420_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test\disgust_3\test_0420_aligned.jpg,Disgust,2,Angry,0,4.308271408081055,False,4.308271408081055,-0.37430715560913086,1.0132691860198975,0.9092667698860168,-1.8142542839050293,2.325458288192749,3.397895574569702,-1.4222126007080078
test_0432_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test\disgust_3\test_0432_aligned.jpg,Disgust,2,Happiness,4,1.5273549556732178,False,0.45883941650390625,-2.490234613418579,0.9462221264839172,-0.5901484489440918,1.5273549556732178,-0.15265002846717834,0.13100047409534454,-0.9644055366516113
test_0639_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test\disgust_3\test_0639_aligned.jpg,Disgust,2,Angry,0,3.729062795639038,False,3.729062795639038,-1.703774094581604,1.9069069623947144,0.5133536458015442,-1.9583326578140259,0.49613481760025024,2.229513168334961,-2.539926528930664
test_0640_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test\disgust_3\test_0640_aligned.jpg,Disgust,2,Angry,0,4.077143669128418,False,4.077143669128418,1.987277626991272,0.1446812003850937,-2.734114646911621,0.5115351676940918,1.5444893836975098,1.2384573221206665,-3.288414239883423
test_0734_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test\disgust_3\test_0734_aligned.jpg,Disgust,2,Angry,0,2.4080982208251953,False,2.4080982208251953,-0.15224415063858032,1.8854728937149048,-1.2275806665420532,0.43931806087493896,1.2015734910964966,1.8988467454910278,-2.8648462295532227
test_0774_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test\disgust_3\test_0774_aligned.jpg,Disgust,2,Disgust,2,2.9661879539489746,True,2.9078030586242676,1.5524228811264038,2.9661879539489746,-0.7036952972412109,-0.3662032186985016,0.06646806746721268,-0.85033118724823,-0.6461325883865356
test_0804_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test\disgust_3\test_0804_aligned.jpg,Disgust,2,Angry,0,3.817105531692505,False,3.817105531692505,-0.5913288593292236,0.3661399483680725,2.468712329864502,-3.3476479053497314,1.4073091745376587,2.835707426071167,-1.9081883430480957
test_0900_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test\disgust_3\test_0900_aligned.jpg,Disgust,2,Disgust,2,3.813397169113159,True,2.872201681137085,1.4630399942398071,3.813397169113159,-0.482106477022171,0.40154674649238586,0.35336241126060486,0.7891979813575745,-2.204756498336792
test_0905_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test\disgust_3\test_0905_aligned.jpg,Disgust,2,Angry,0,2.1818606853485107,False,2.1818606853485107,0.27946737408638,1.322104573249817,0.9166832566261292,-0.008895289152860641,-2.754326820373535,2.169978380203247,-3.4330475330352783
test_0914_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test\disgust_3\test_0914_aligned.jpg,Disgust,2,Angry,0,2.928713083267212,False,2.928713083267212,0.34909194707870483,2.2074761390686035,0.7134011387825012,-0.3793015480041504,0.619220495223999,0.10171660035848618,-1.4056464433670044
test_0935_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test\disgust_3\test_0935_aligned.jpg,Disgust,2,Angry,0,3.570906400680542,False,3.570906400680542,-1.2657111883163452,1.9982646703720093,1.6583504676818848,-2.278812885284424,0.6695045232772827,2.6727981567382812,-1.0091516971588135
test_0940_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test\disgust_3\test_0940_aligned.jpg,Disgust,2,Disgust,2,5.409121513366699,True,3.35595440864563,1.1003953218460083,5.409121513366699,-0.025455117225646973,-1.139443278312683,0.14762648940086365,0.415659636259079,-2.1172096729278564
test_0960_aligned.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test\disgust_3\test_0960_aligned.jpg,Disgust,2,Sadness,6,3.818700075149536,False,0.5031161308288574,-0.9515682458877563,-0.4228469729423523,-1.4588958024978638,0.9717422723770142,1.3332228660583496,3.818700075149536,-2.143806219100952
