file,path,true_emotion,true_idx,predicted_idx,predicted_emotion,correct,confidence,neg_log_likelihood,prob_Angry,prob_Contempt,prob_Disgust,prob_Fear,prob_Happiness,prob_Neutral,prob_Sadness,prob_Surprise,embedding
Angry_1.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_combined\Angry_1.jpg,Angry,0,0,Angry,True,0.7864939570426941,0.24017024040222168,0.7864939570426941,0.06126600131392479,0.006014401093125343,0.004228558856993914,0.021743252873420715,0.08449456095695496,0.03416116535663605,0.0015980452299118042,"[-0.17869163 -0.05673919 -0.06751573 ...  0.1352881  -0.0961374
  0.13683422]"
Angry_10.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_combined\Angry_10.jpg,Angry,0,2,Disgust,False,0.6401069760322571,1.0360112190246582,0.3548673391342163,0.002443860052153468,0.6401069760322571,0.0005328097613528371,0.0004097213677596301,0.0004421205085236579,0.0011129529448226094,8.420878293691203e-05,"[ 0.03398732 -0.08211704 -0.01858576 ... -0.04341337 -0.19171825
 -0.17469326]"
Angry_100.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_combined\Angry_100.jpg,Angry,0,0,Angry,True,0.6712157130241394,0.3986646831035614,0.6712157130241394,0.0010302078444510698,0.14445684850215912,0.129652202129364,0.02950740046799183,0.004225485492497683,0.010680338367819786,0.00923173874616623,"[ 0.14679702 -0.09552743 -0.06946932 ...  0.01274952 -0.08891372
 -0.11887099]"
Angry_101.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_combined\Angry_101.jpg,Angry,0,2,Disgust,False,0.551735520362854,1.4617574214935303,0.231828510761261,0.03996044024825096,0.551735520362854,0.00540595967322588,0.02435559593141079,0.11467625945806503,0.026092661544680595,0.0059449817053973675,"[-0.03997529 -0.13758272 -0.03401304 ... -0.07519291 -0.14598042
 -0.01793461]"
Angry_102.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_combined\Angry_102.jpg,Angry,0,0,Angry,True,0.6443287134170532,0.43954628705978394,0.6443287134170532,0.008815663866698742,0.14677266776561737,0.05384250357747078,0.00851227156817913,0.022016827017068863,0.11439884454011917,0.0013125231489539146,"[ 0.05738549 -0.11969477  0.06389245 ...  0.13315131 -0.17848708
 -0.03723963]"
Angry_103.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_combined\Angry_103.jpg,Angry,0,0,Angry,True,0.9335423707962036,0.0687689259648323,0.9335423707962036,0.00015293505566660315,0.0024613491259515285,0.03940083831548691,0.020534219220280647,0.0004687500186264515,0.0024385733995586634,0.0010009559337049723,"[ 0.15153274 -0.03053526  0.17322885 ...  0.0865711   0.02168641
 -0.13753311]"
Angry_104.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_combined\Angry_104.jpg,Angry,0,0,Angry,True,0.7831887602806091,0.24438154697418213,0.7831887602806091,0.00010567790741333738,0.007100358605384827,0.18778380751609802,0.0008620125590823591,0.00012320793757680804,0.019215203821659088,0.0016209338791668415,"[ 0.24685049 -0.09198167 -0.01728297 ...  0.21043015 -0.13914402
 -0.2168243 ]"
Angry_105.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_combined\Angry_105.jpg,Angry,0,0,Angry,True,0.49730679392814636,0.6985481381416321,0.49730679392814636,0.028315696865320206,0.0820583701133728,0.14632947742938995,0.07479770481586456,0.09686248749494553,0.03278360143303871,0.04154582321643829,"[ 0.16377246 -0.0844413   0.04483212 ...  0.17066336 -0.10119075
 -0.10916395]"
Angry_106.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_combined\Angry_106.jpg,Angry,0,0,Angry,True,0.9866144061088562,0.013475988991558552,0.9866144061088562,6.355766799970297e-06,0.000784954521805048,0.012107218615710735,6.790012412238866e-05,1.0346389899495989e-05,0.00035036602639593184,5.854254777659662e-05,"[-0.10178046 -0.15531056 -0.1117934  ...  0.06185996 -0.20674904
 -0.22871634]"
Angry_107.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_combined\Angry_107.jpg,Angry,0,6,Sadness,False,0.3781716525554657,1.0036182403564453,0.3665507733821869,0.00032453195308335125,0.05226091668009758,0.19592387974262238,0.0026080752722918987,0.00226486474275589,0.3781716525554657,0.0018952983664348722,"[ 0.15980847 -0.1352311  -0.03758785 ...  0.11144833 -0.19078168
 -0.16620632]"
Angry_108.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_combined\Angry_108.jpg,Angry,0,0,Angry,True,0.25793594121932983,1.3550440073013306,0.25793594121932983,0.0013656729133799672,0.07045552134513855,0.23909197747707367,0.2051452249288559,0.015220711007714272,0.12777583301067352,0.08300914615392685,"[ 0.42085412 -0.1343815   0.01017564 ...  0.25018564 -0.03227721
 -0.18533255]"
Angry_109.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_combined\Angry_109.jpg,Angry,0,0,Angry,True,0.8087789416313171,0.2122296541929245,0.8087789416313171,9.826250607147813e-05,0.0013480501947924495,0.15301042795181274,0.01762012206017971,0.00023784347285982221,0.013321302831172943,0.005585011560469866,"[ 0.1000082   0.01121481  0.468511   ...  0.0714967  -0.15460141
 -0.20276181]"
