file,path,true_emotion,true_idx,predicted_idx,predicted_emotion,correct,confidence,neg_log_likelihood,prob_Angry,prob_Contempt,prob_Disgust,prob_Fear,prob_Happiness,prob_Neutral,prob_Sadness,prob_Surprise,embedding
Angry_1.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_combined\Angry_1.jpg,Angry,0,1,Contempt,False,0.42438235878944397,1.3455623388290405,0.2603932321071625,0.42438235878944397,0.029521461576223373,0.010261604562401772,0.006398485973477364,0.2326631098985672,0.03212587162852287,0.004253863822668791,"[-0.17989142 -0.06639453 -0.18398364 ... -0.04695813 -0.11577912
  0.24877837]"
Angry_10.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_combined\Angry_10.jpg,Angry,0,2,Disgust,False,0.9046288728713989,2.5293262004852295,0.07971270382404327,0.013508979231119156,0.9046288728713989,0.0009736421634443104,0.0002017569204326719,0.0005249408422969282,0.00020303661585785449,0.00024614500580355525,"[ 0.09448067 -0.14045528 -0.1928652  ... -0.08123287 -0.21512216
 -0.13273019]"
Angry_100.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_combined\Angry_100.jpg,Angry,0,2,Disgust,False,0.8260958790779114,3.820685386657715,0.021912775933742523,0.008566072210669518,0.8260958790779114,0.07577241212129593,0.01204767171293497,0.012922195717692375,0.0018864166922867298,0.040796566754579544,"[ 0.11519884 -0.07900474 -0.19369273 ... -0.05721102 -0.07420749
 -0.01244648]"
Angry_101.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_combined\Angry_101.jpg,Angry,0,2,Disgust,False,0.75686115026474,3.0409538745880127,0.047789283096790314,0.047363586723804474,0.75686115026474,0.019753770902752876,0.005674734711647034,0.077347032725811,0.017220228910446167,0.027990194037556648,"[-0.11385962 -0.12637623 -0.18981495 ... -0.13643114 -0.08357242
 -0.00061026]"
Angry_102.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_combined\Angry_102.jpg,Angry,0,2,Disgust,False,0.8449876308441162,2.4705166816711426,0.08454116433858871,0.05081121623516083,0.8449876308441162,0.0088524604216218,0.0010039524640887976,0.006266438867896795,0.0033494215458631516,0.0001876459427876398,"[ 0.2707612  -0.12470134 -0.17084338 ...  0.12943    -0.16120574
  0.10218369]"
Angry_103.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_combined\Angry_103.jpg,Angry,0,2,Disgust,False,0.46724143624305725,1.7136433124542236,0.18020804226398468,0.025753842666745186,0.46724143624305725,0.2309792935848236,0.05109275504946709,0.022943465039134026,0.002925541251897812,0.018855558708310127,"[ 0.09963884 -0.07986352 -0.02942244 ...  0.07133761  0.00611765
 -0.10894207]"
Angry_104.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_combined\Angry_104.jpg,Angry,0,2,Disgust,False,0.8523478507995605,2.246936082839966,0.10572266578674316,0.0026764252688735723,0.8523478507995605,0.02644110471010208,0.001319806557148695,0.0007488434785045683,0.00475239846855402,0.005990881938487291,"[ 0.16368344 -0.09778932 -0.1490151  ...  0.06467684 -0.17655152
 -0.23139097]"
Angry_105.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_combined\Angry_105.jpg,Angry,0,1,Contempt,False,0.23757681250572205,2.6989657878875732,0.0672750473022461,0.23757681250572205,0.21775127947330475,0.09970221668481827,0.026462558656930923,0.14869192242622375,0.005745628848671913,0.1967945098876953,"[-0.08167464 -0.09882709 -0.12851764 ...  0.06365956 -0.09143
  0.00080007]"
Angry_106.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_combined\Angry_106.jpg,Angry,0,0,Angry,True,0.5389122366905212,0.6182025671005249,0.5389122366905212,0.002392834285274148,0.40843465924263,0.04800015315413475,0.000816142768599093,0.0002265242364956066,0.00012872628576587886,0.0010887285461649299,"[-0.05502668 -0.11731371 -0.11370666 ... -0.04721329 -0.23538475
 -0.23346393]"
Angry_107.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_combined\Angry_107.jpg,Angry,0,2,Disgust,False,0.8933264017105103,3.1315081119537354,0.04365191236138344,0.024288732558488846,0.8933264017105103,0.01714549958705902,0.0017220029840245843,0.003905663965269923,0.013275235891342163,0.0026845040265470743,"[ 0.00979892 -0.150326   -0.19626702 ...  0.03807609 -0.19393083
 -0.09393258]"
Angry_108.jpg,C:\Users\ilias\Python\Thesis-Project\data\real\RAF_DB\DATASET\test_combined\Angry_108.jpg,Angry,0,2,Disgust,False,0.5142199397087097,3.1863057613372803,0.041324250400066376,0.008608939126133919,0.5142199397087097,0.081679567694664,0.12635523080825806,0.0464496873319149,0.0075703090988099575,0.17379207909107208,"[ 0.3924186  -0.1633318  -0.09568975 ...  0.03251865 -0.13360953
 -0.07697001]"
