file,path,true_emotion,true_idx,predicted_idx,predicted_emotion,correct,confidence
m_sad_m10_face_14_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m10_face_14_conf_1.00.jpg,Sad,6,6,Sad,True,0.6641000509262085
m_sad_m10_face_4_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m10_face_4_conf_1.00.jpg,Sad,6,6,Sad,True,0.9431207180023193
m_sad_m10_face_5_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m10_face_5_conf_1.00.jpg,Sad,6,6,Sad,True,0.8632767796516418
m_sad_m10_face_6_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m10_face_6_conf_1.00.jpg,Sad,6,6,Sad,True,0.9709521532058716
m_sad_m11_face_3_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m11_face_3_conf_1.00.jpg,Sad,6,6,Sad,True,0.9587488770484924
m_sad_m12_face_17_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m12_face_17_conf_1.00.jpg,Sad,6,6,Sad,True,0.9962723255157471
m_sad_m12_face_5_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m12_face_5_conf_1.00.jpg,Sad,6,6,Sad,True,0.9535238742828369
m_sad_m13_face_13_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m13_face_13_conf_1.00.jpg,Sad,6,6,Sad,True,0.9835973381996155
m_sad_m13_face_17_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m13_face_17_conf_1.00.jpg,Sad,6,6,Sad,True,0.9697017669677734
m_sad_m13_face_1_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m13_face_1_conf_1.00.jpg,Sad,6,6,Sad,True,0.9852880835533142
m_sad_m14_face_15_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m14_face_15_conf_1.00.jpg,Sad,6,6,Sad,True,0.9960474371910095
m_sad_m14_face_18_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m14_face_18_conf_1.00.jpg,Sad,6,6,Sad,True,0.9982884526252747
m_sad_m14_face_21_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m14_face_21_conf_1.00.jpg,Sad,6,6,Sad,True,0.9895139932632446
m_sad_m15_face_15_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m15_face_15_conf_1.00.jpg,Sad,6,5,Neutral,False,0.528242826461792
m_sad_m15_face_18_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m15_face_18_conf_1.00.jpg,Sad,6,5,Neutral,False,0.4722454249858856
m_sad_m15_face_2_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m15_face_2_conf_1.00.jpg,Sad,6,6,Sad,True,0.49704715609550476
m_sad_m16_face_5_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m16_face_5_conf_1.00.jpg,Sad,6,6,Sad,True,0.9659593105316162
m_sad_m18_face_0_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m18_face_0_conf_1.00.jpg,Sad,6,6,Sad,True,0.9712057709693909
m_sad_m18_face_6_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m18_face_6_conf_1.00.jpg,Sad,6,6,Sad,True,0.6951314806938171
m_sad_m18_face_8_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m18_face_8_conf_1.00.jpg,Sad,6,6,Sad,True,0.9692119359970093
m_sad_m19_face_11_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m19_face_11_conf_1.00.jpg,Sad,6,6,Sad,True,0.9785671234130859
m_sad_m19_face_19_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m19_face_19_conf_1.00.jpg,Sad,6,6,Sad,True,0.9827385544776917
m_sad_m2_face_14_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m2_face_14_conf_1.00.jpg,Sad,6,6,Sad,True,0.8150345087051392
m_sad_m3_face_16_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m3_face_16_conf_1.00.jpg,Sad,6,5,Neutral,False,0.6253839731216431
m_sad_m3_face_23_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m3_face_23_conf_1.00.jpg,Sad,6,5,Neutral,False,0.7644274234771729
m_sad_m5_face_0_conf_0.99.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m5_face_0_conf_0.99.jpg,Sad,6,0,Angry,False,0.8224793076515198
m_sad_m6_face_7_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m6_face_7_conf_1.00.jpg,Sad,6,6,Sad,True,0.8499211668968201
m_sad_m6_face_8_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m6_face_8_conf_1.00.jpg,Sad,6,6,Sad,True,0.7655471563339233
m_sad_m7_face_1_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m7_face_1_conf_1.00.jpg,Sad,6,5,Neutral,False,0.7609738111495972
m_sad_m7_face_3_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m7_face_3_conf_1.00.jpg,Sad,6,0,Angry,False,0.7687495946884155
m_sad_m9_face_11_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m9_face_11_conf_1.00.jpg,Sad,6,6,Sad,True,0.9766936898231506
m_sad_m_1_face_10_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m_1_face_10_conf_1.00.jpg,Sad,6,6,Sad,True,0.8447054028511047
m_sad_m_1_face_11_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m_1_face_11_conf_1.00.jpg,Sad,6,6,Sad,True,0.8543072938919067
m_sad_m_1_face_12_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m_1_face_12_conf_1.00.jpg,Sad,6,6,Sad,True,0.8902460932731628
m_sad_m_1_face_14_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m_1_face_14_conf_1.00.jpg,Sad,6,6,Sad,True,0.6121736764907837
m_sad_m_1_face_19_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m_1_face_19_conf_1.00.jpg,Sad,6,6,Sad,True,0.615270733833313
m_sad_m_1_face_5_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m_1_face_5_conf_1.00.jpg,Sad,6,6,Sad,True,0.7715660333633423
m_sad_m_face_14_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m_face_14_conf_1.00.jpg,Sad,6,5,Neutral,False,0.6778630018234253
m_sad_m_face_3_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\m_sad_m_face_3_conf_1.00.jpg,Sad,6,0,Angry,False,0.3733142614364624
w_sad_w_1_face_0_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\w_sad_w_1_face_0_conf_1.00.jpg,Sad,6,6,Sad,True,0.5890179872512817
w_sad_w_1_face_9_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\w_sad_w_1_face_9_conf_1.00.jpg,Sad,6,5,Neutral,False,0.8576294779777527
w_sad_w_2_face_0_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\w_sad_w_2_face_0_conf_1.00.jpg,Sad,6,5,Neutral,False,0.643109142780304
w_sad_w_2_face_7_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\w_sad_w_2_face_7_conf_1.00.jpg,Sad,6,5,Neutral,False,0.7917001843452454
w_sad_women10_face_13_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\w_sad_women10_face_13_conf_1.00.jpg,Sad,6,5,Neutral,False,0.8285347819328308
w_sad_women10_face_17_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\w_sad_women10_face_17_conf_1.00.jpg,Sad,6,5,Neutral,False,0.8373947143554688
w_sad_women10_face_19_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\w_sad_women10_face_19_conf_1.00.jpg,Sad,6,5,Neutral,False,0.8057971000671387
w_sad_women10_face_3_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\w_sad_women10_face_3_conf_1.00.jpg,Sad,6,5,Neutral,False,0.690448522567749
w_sad_women11_face_1_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\w_sad_women11_face_1_conf_1.00.jpg,Sad,6,5,Neutral,False,0.7633340358734131
w_sad_women12_face_11_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\w_sad_women12_face_11_conf_1.00.jpg,Sad,6,5,Neutral,False,0.6799264550209045
w_sad_women12_face_2_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\w_sad_women12_face_2_conf_1.00.jpg,Sad,6,5,Neutral,False,0.5943918228149414
w_sad_women13_face_8_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\w_sad_women13_face_8_conf_1.00.jpg,Sad,6,5,Neutral,False,0.7540577054023743
w_sad_women13_face_9_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\w_sad_women13_face_9_conf_1.00.jpg,Sad,6,5,Neutral,False,0.7154240012168884
w_sad_women14_face_7_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\w_sad_women14_face_7_conf_1.00.jpg,Sad,6,5,Neutral,False,0.6595441699028015
w_sad_women16_face_12_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\w_sad_women16_face_12_conf_1.00.jpg,Sad,6,5,Neutral,False,0.6331948637962341
w_sad_women16_face_18_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\w_sad_women16_face_18_conf_1.00.jpg,Sad,6,5,Neutral,False,0.7852990627288818
w_sad_women16_face_1_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\w_sad_women16_face_1_conf_1.00.jpg,Sad,6,5,Neutral,False,0.8083731532096863
w_sad_women19_face_12_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\w_sad_women19_face_12_conf_1.00.jpg,Sad,6,5,Neutral,False,0.5221413373947144
w_sad_women19_face_5_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Sad\w_sad_women19_face_5_conf_1.00.jpg,Sad,6,5,Neutral,False,0.7498983144760132
