file,path,true_emotion,true_idx,predicted_idx,predicted_emotion,correct,confidence
m_neutral_m_1_face_0_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Neutral\m_neutral_m_1_face_0_conf_1.00.jpg,Neutral,5,4,Happy,False,0.7382007837295532
m_neutral_m_1_face_4_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Neutral\m_neutral_m_1_face_4_conf_1.00.jpg,Neutral,5,4,Happy,False,0.8275766968727112
m_neutral_m_2_face_5_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Neutral\m_neutral_m_2_face_5_conf_1.00.jpg,Neutral,5,4,Happy,False,0.6954862475395203
m_neutral_men10_face_10_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Neutral\m_neutral_men10_face_10_conf_1.00.jpg,Neutral,5,5,Neutral,True,0.2991198003292084
m_neutral_men10_face_19_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Neutral\m_neutral_men10_face_19_conf_1.00.jpg,Neutral,5,4,Happy,False,0.7851784825325012
m_neutral_men10_face_21_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Neutral\m_neutral_men10_face_21_conf_1.00.jpg,Neutral,5,4,Happy,False,0.6783138513565063
m_neutral_men11_face_5_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Neutral\m_neutral_men11_face_5_conf_1.00.jpg,Neutral,5,4,Happy,False,0.3544583320617676
m_neutral_men12_face_2_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Neutral\m_neutral_men12_face_2_conf_1.00.jpg,Neutral,5,4,Happy,False,0.8652245402336121
m_neutral_men12_face_6_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Neutral\m_neutral_men12_face_6_conf_1.00.jpg,Neutral,5,4,Happy,False,0.6800787448883057
m_neutral_men12_face_8_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Neutral\m_neutral_men12_face_8_conf_1.00.jpg,Neutral,5,4,Happy,False,0.6009148359298706
m_neutral_men13_face_0_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Neutral\m_neutral_men13_face_0_conf_1.00.jpg,Neutral,5,4,Happy,False,0.44987237453460693
m_neutral_men13_face_8_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Neutral\m_neutral_men13_face_8_conf_1.00.jpg,Neutral,5,4,Happy,False,0.5962748527526855
m_neutral_men14_face_15_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Neutral\m_neutral_men14_face_15_conf_1.00.jpg,Neutral,5,5,Neutral,True,0.5917053818702698
m_neutral_men14_face_1_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Neutral\m_neutral_men14_face_1_conf_1.00.jpg,Neutral,5,5,Neutral,True,0.42686519026756287
m_neutral_men14_face_29_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Neutral\m_neutral_men14_face_29_conf_1.00.jpg,Neutral,5,4,Happy,False,0.8083423376083374
m_neutral_men14_face_5_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Neutral\m_neutral_men14_face_5_conf_1.00.jpg,Neutral,5,5,Neutral,True,0.6459696292877197
m_neutral_men15_face_4_conf_1.00.jpg,C:\Users\ilias\Python\Thesis-Project\data\synthetic\test_splits\100M_100W\Neutral\m_neutral_men15_face_4_conf_1.00.jpg,Neutral,5,5,Neutral,True,0.3086981773376465
